sms_text,category,amount
Rs. 650.45 spent on ENT consultation. Ref: EN223344. SBI.,Medical,650.45
Debit Rs. 99.99 for over-the-counter meds. Ref: OT556677. ICICI.,Medical,99.99
"Rs. 2,200.00 paid to Apollo Clinic for health check. Ref: HC123456. Axis.",Medical,2200.0
"Your account debited Rs. 1,750.25 for dialysis at Renal Care. Ref: RC987654. Paytm.",Medical,1750.25
"Rs. 3,500.00 spent on orthopedic surgery. Ref: OS112233. Kotak.",Medical,3500.0
"Debit Rs. 1,120.40 for mental health counseling. Ref: MH556677. HDFC.",Medical,1120.4
Rs. 400.30 paid to LabCorp for blood work. Ref: LB445566. SBI.,Medical,400.3
"Your UPI transaction Rs. 2,600.00 for chemotherapy. Ref: CH667788. ICICI.",Medical,2600.0
Rs. 850.00 deducted for physiotherapy at FlexiFit. Ref: PF12345. Axis.,Medical,850.0
"Debit Rs. 1,300.99 for cataract surgery. Ref: CS332211. Paytm.",Medical,1300.99
Rs. 750.90 paid to City Hospital for admission. Ref: CH998800. Kotak.,Medical,750.9
"Your account debited Rs. 2,050.00 for NICU charges. Ref: NC554433. HDFC.",Medical,2050.0
"Rs. 1,250.75 spent on dermatology consult. Ref: DC776655. SBI.",Medical,1250.75
"Debit Rs. 1,800.00 for IVF treatment. Ref: IVF998800. ICICI.",Medical,1800.0
Rs. 300.30 paid for health insurance premium. Ref: HI445500. Axis.,Bills,300.3
"Your UPI transaction Rs. 1,200.00 for electricity bill. Ref: EB667700. Paytm.",Bills,1200.0
Debit Rs. 850.50 for water supply bill. Ref: WB123456. Kotak.,Bills,850.5
Rs. 450.75 paid for mobile recharge. Ref: MR987654. HDFC.,Bills,450.75
"Your account debited Rs. 2,100.00 for DTH recharge. Ref: DR112233. SBI.",Bills,2100.0
Rs. 750.20 spent on gas cylinder refill. Ref: GC556677. ICICI.,Bills,750.2
Debit Rs. 300.00 for broadband bill payment. Ref: BB12345. Axis.,Bills,300.0
"Rs. 1,050.99 paid for property tax. Ref: PT332211. Paytm.",Bills,1050.99
Your UPI transaction Rs. 600.90 for municipal tax. Ref: MT998800. Kotak.,Bills,600.9
"Debit Rs. 2,300.00 for insurance premium. Ref: IP554433. HDFC.",Bills,2300.0
Rs. 950.75 spent on credit card EMI. Ref: EMI776655. SBI.,Bills,950.75
"Debit Rs. 1,400.00 for loan repayment. Ref: LR998800. ICICI.",Bills,1400.0
Rs. 250.30 paid for garbage collection fee. Ref: GF445500. Axis.,Bills,250.3
"Your account debited Rs. 1,800.00 for GST payment. Ref: GST667700. Paytm.",Bills,1800.0
Rs. 650.45 spent on water tank cleaning. Ref: WC223344. Kotak.,Bills,650.45
Debit Rs. 99.99 for parking fee at mall. Ref: PF556677. HDFC.,Bills,99.99
"Rs. 2,200.00 paid for municipal water bill. Ref: MW123456. SBI.",Bills,2200.0
"Your UPI transaction Rs. 1,750.25 for electricity surcharge. Ref: ES987654. ICICI.",Bills,1750.25
"Rs. 3,500.00 spent on annual maintenance charge. Ref: AMC112233. Axis.",Bills,3500.0
"Debit Rs. 1,120.40 for cable TV subscription. Ref: CT556677. Paytm.",Bills,1120.4
Rs. 400.30 paid for LPG connection fee. Ref: LG445566. Kotak.,Bills,400.3
"Your account debited Rs. 2,600.00 for property maintenance. Ref: PM667788. HDFC.",Bills,2600.0
Rs. 850.00 spent on community fund contribution. Ref: CF12345. SBI.,Others,850.0
"Debit Rs. 1,300.99 for charity donation to NGO. Ref: ND332211. ICICI.",Others,1300.99
Rs. 750.90 paid for movie tickets via BookMyShow. Ref: MS998800. Axis.,Others,750.9
"Your UPI transaction Rs. 2,050.00 for online gaming credits. Ref: GC667700. Paytm.",Others,2050.0
"Debit Rs. 1,250.75 for subscription to streaming service. Ref: SS123456. Kotak.",Others,1250.75
"Rs. 1,800.00 spent on gym membership renewal. Ref: GM987654. HDFC.",Others,1800.0
Your account debited Rs. 300.30 for e-learning course fee. Ref: EL112233. SBI.,Others,300.3
"Debit Rs. 2,200.00 for concert tickets. Ref: CT556677. ICICI.",Others,2200.0
Rs. 950.75 paid for airline ticket upgrade. Ref: AU998800. Axis.,Others,950.75
"Your UPI transaction Rs. 1,400.00 for wedding gift. Ref: WG667700. Paytm.",Others,1400.0
Debit Rs. 250.30 for pet food purchase. Ref: PF12345. Kotak.,Others,250.3
"Rs. 1,800.00 spent on online auction bid. Ref: OA332211. HDFC.",Others,1800.0
Debit Rs. 650.45 for car wash service. Ref: CW556677. SBI.,Others,650.45
Rs. 99.99 paid for digital newspaper subscription. Ref: NS998800. ICICI.,Others,99.99
"Your account debited Rs. 2,200.00 for festival gift purchase. Ref: FG667700. Axis.",Others,2200.0
"Rs. 1,750.25 spent on online tutoring session. Ref: OT123456. Paytm.",Others,1750.25
"Debit Rs. 3,500.00 for home renovation services. Ref: HR987654. Kotak.",Others,3500.0
"Rs. 1,120.40 paid for photography session. Ref: PH112233. HDFC.",Others,1120.4
Your UPI transaction Rs. 400.30 for art class fees. Ref: AC556677. SBI.,Others,400.3
"Debit Rs. 2,600.00 for language learning app subscription. Ref: LA998800. ICICI.",Others,2600.0
Rs. 850.00 spent on charity marathon entry fee. Ref: CM667700. Axis.,Others,850.0
"Debit Rs. 1,300.99 for festival donation. Ref: FD12345. Paytm.",Others,1300.99
Rs. 750.90 paid for online raffle ticket. Ref: RT332211. Kotak.,Others,750.9
"Your account debited Rs. 2,050.00 for premium app purchase. Ref: PA987654. HDFC.",Others,2050.0
"Rs. 1,250.75 spent on virtual conference pass. Ref: VC112233. SBI.",Others,1250.75
"Debit Rs. 1,800.00 for custom t-shirt order. Ref: CT556677. ICICI.",Others,1800.0
Rs. 300.30 paid for online gaming subscription. Ref: GS998800. Axis.,Others,300.3
"Your UPI transaction Rs. 2,200.00 for digital art purchase. Ref: DA667700. Paytm.",Others,2200.0
Debit Rs. 950.75 for charity fundraiser contribution. Ref: CF123456. Kotak.,Others,950.75
"Rs. 1,400.00 spent on online mentorship program. Ref: OM987654. HDFC.",Others,1400.0
Debit Rs. 250.30 for plant delivery service. Ref: PD112233. SBI.,Others,250.3
"Rs. 1,800.00 paid for premium podcast subscription. Ref: PP556677. ICICI.",Others,1800.0
Your account debited Rs. 650.45 for online cooking class. Ref: CC998800. Axis.,Others,650.45
Debit Rs. 99.99 for e-book purchase. Ref: EB667700. Paytm.,Others,99.99
"Rs. 2,200.00 spent on virtual reality game credits. Ref: VR12345. Kotak.",Others,2200.0
"Debit Rs. 1,750.25 for online meditation session. Ref: MS332211. HDFC.",Others,1750.25
"Rs. 3,500.00 paid for home appliance warranty extension. Ref: HW556677. SBI.",Others,3500.0
"Your UPI transaction Rs. 1,120.40 for premium webinar access. Ref: PW998800. ICICI.",Others,1120.4
Debit Rs. 400.30 for language translation service. Ref: LT667700. Axis.,Others,400.3
"Rs. 2,600.00 spent on digital marketing service. Ref: DM123456. Paytm.",Others,2600.0
Debit Rs. 850.00 for online tax filing service. Ref: TF987654. Kotak.,Others,850.0
"Rs. 1,300.99 paid for virtual fitness class. Ref: VF112233. HDFC.",Others,1300.99
Your account debited Rs. 750.90 for online raffle winnings payout. Ref: RW556677. SBI.,Others,750.9
"Debit Rs. 2,050.00 for premium cloud storage. Ref: CS998800. ICICI.",Others,2050.0
"Rs. 1,250.75 spent on digital certificate purchase. Ref: DC667700. Axis.",Others,1250.75
"Debit Rs. 1,800.00 for online mentorship subscription. Ref: MS12345. Paytm.",Others,1800.0
Rs. 300.30 paid for e-learning platform subscription. Ref: EP332211. Kotak.,Others,300.3
"Your UPI transaction Rs. 2,200.00 for premium video editing software. Ref: VE556677. HDFC.",Others,2200.0
Debit Rs. 950.75 for online art workshop. Ref: AW998800. SBI.,Others,950.75
"Rs. 1,400.00 spent on virtual conference ticket. Ref: VC667700. ICICI.",Others,1400.0
Debit Rs. 250.30 for digital gift card purchase. Ref: DG123456. Axis.,Others,250.3
"Rs. 1,800.00 paid for premium music streaming. Ref: MS987654. Paytm.",Others,1800.0
Debit Rs. 650.45 for online tutoring subscription. Ref: TS112233. Kotak.,Others,650.45
Rs. 99.99 spent on virtual reality experience. Ref: VR556677. HDFC.,Others,99.99
"Your account debited Rs. 2,200.00 for online course certification. Ref: OC998800. SBI.",Others,2200.0
"Debit Rs. 1,750.25 for premium podcast membership. Ref: PM667700. ICICI.",Others,1750.25
"Rs. 3,500.00 spent on digital art commission. Ref: DA12345. Axis.",Others,3500.0
"Debit Rs. 1,120.40 for premium news subscription. Ref: NS332211. Paytm.",Others,1120.4
Rs. 400.30 paid for online language class. Ref: LC556677. Kotak.,Others,400.3
"Your UPI transaction Rs. 2,600.00 for virtual event hosting. Ref: EV998800. HDFC.",Others,2600.0
Debit Rs. 850.00 for digital marketing consultation. Ref: DM667700. SBI.,Others,850.0
"Rs. 1,300.99 spent on premium photo editing software. Ref: PE123456. ICICI.",Others,1300.99
Debit Rs. 750.90 for online gaming loot box. Ref: LB987654. Axis.,Others,750.9
"Rs. 2,050.00 paid for premium webinar series. Ref: WS112233. Paytm.",Others,2050.0
"Debit Rs. 1,250.75 for digital subscription box. Ref: SB556677. Kotak.",Others,1250.75
"Rs. 1,800.00 spent on virtual reality headset upgrade. Ref: VR998800. HDFC.",Others,1800.0
Debit Rs. 300.30 for online meditation app. Ref: MA667700. SBI.,Others,300.3
"Rs. 2,200.00 paid for premium cloud services. Ref: CS12345. ICICI.",Others,2200.0
Debit Rs. 950.75 for e-book library membership. Ref: EL332211. Axis.,Others,950.75
"Rs. 1,400.00 spent on online cooking class subscription. Ref: CC556677. Paytm.",Others,1400.0
Debit Rs. 250.30 for virtual fitness program. Ref: VF998800. Kotak.,Others,250.3
"Rs. 1,800.00 paid for premium language learning app. Ref: LA667700. HDFC.",Others,1800.0
Debit Rs. 650.45 for digital art tutorial. Ref: AT123456. SBI.,Others,650.45
Rs. 99.99 spent on online raffle entry. Ref: RE987654. ICICI.,Others,99.99
"Your account debited Rs. 2,200.00 for premium podcast equipment. Ref: PE112233. Axis.",Others,2200.0
"Debit Rs. 1,750.25 for virtual conference hosting. Ref: VC556677. Paytm.",Others,1750.25
"Rs. 3,500.00 spent on online marketing campaign. Ref: MC998800. Kotak.",Others,3500.0
"Debit Rs. 1,120.40 for premium video streaming service. Ref: VS667700. HDFC.",Others,1120.4
Rs. 400.30 paid for digital design software. Ref: DS12345. SBI.,Others,400.3
"Your UPI transaction Rs. 2,600.00 for virtual event ticket. Ref: ET332211. ICICI.",Others,2600.0
Debit Rs. 850.00 for online tutoring session. Ref: TS556677. Axis.,Others,850.0
"Rs. 1,300.99 spent on premium photography course. Ref: PC998800. Paytm.",Others,1300.99
Debit Rs. 750.90 for digital subscription renewal. Ref: SR667700. Kotak.,Others,750.9
"Rs. 2,050.00 paid for virtual reality experience. Ref: VR12345. HDFC.",Others,2050.0
"Debit Rs. 1,250.75 for premium e-learning platform. Ref: EP332211. SBI.",Others,1250.75
"Rs. 1,800.00 spent on online fitness membership. Ref: FM556677. ICICI.",Others,1800.0
Debit Rs. 300.30 for digital marketing tool subscription. Ref: MT998800. Axis.,Others,300.3
"Rs. 2,200.00 paid for premium cloud storage upgrade. Ref: CU667700. Paytm.",Others,2200.0
Debit Rs. 950.75 for virtual conference pass. Ref: VC123456. Kotak.,Others,950.75
"Rs. 1,400.00 spent on online art class. Ref: AC987654. HDFC.",Others,1400.0
Debit Rs. 250.30 for premium podcast subscription. Ref: PS112233. SBI.,Others,250.3
"Rs. 1,800.00 paid for digital marketing consultancy. Ref: DM556677. ICICI.",Others,1800.0
Debit Rs. 650.45 for online language course. Ref: LC998800. Axis.,Others,650.45
Rs. 99.99 spent on virtual reality game. Ref: VG667700. Paytm.,Others,99.99
"Your account debited Rs. 2,200.00 for premium streaming service. Ref: SS12345. Kotak.",Others,2200.0
"Debit Rs. 1,750.25 for online tutoring package. Ref: TP332211. HDFC.",Others,1750.25
"Rs. 3,500.00 spent on digital art commission. Ref: AC556677. SBI.",Others,3500.0
"Debit Rs. 1,120.40 for premium e-book subscription. Ref: EB998800. ICICI.",Others,1120.4
Rs. 400.30 paid for virtual event hosting. Ref: VE667700. Axis.,Others,400.3
"Your UPI transaction Rs. 2,600.00 for premium cloud services. Ref: CS123456. Paytm.",Others,2600.0
Debit Rs. 850.00 for online fitness class. Ref: FC987654. Kotak.,Others,850.0
"Rs. 1,300.99 spent on digital marketing subscription. Ref: DM112233. HDFC.",Others,1300.99
Debit Rs. 750.90 for premium podcast membership. Ref: PM556677. SBI.,Others,750.9
"Rs. 2,050.00 paid for virtual reality headset. Ref: VR998800. ICICI.",Others,2050.0
"Debit Rs. 1,250.75 for online art workshop. Ref: AW667700. Axis.",Others,1250.75
"Rs. 1,800.00 spent on premium language app. Ref: LA12345. Paytm.",Others,1800.0
Debit Rs. 300.30 for digital subscription box. Ref: DB332211. Kotak.,Others,300.3
"Rs. 2,200.00 paid for premium video editing software. Ref: VE556677. HDFC.",Others,2200.0
Debit Rs. 950.75 for online cooking class. Ref: CC998800. SBI.,Others,950.75
Debit Rs. 250.30 for premium e-learning platform. Ref: EP123456. Axis.,Others,250.3
"Rs. 1,800.00 paid for digital art commission. Ref: DA987654. Paytm.",Others,1800.0
Debit Rs. 650.45 for premium cloud storage. Ref: CS112233. Kotak.,Others,650.45
Rs. 99.99 spent on online raffle entry. Ref: RE556677. HDFC.,Others,99.99
"Your account debited Rs. 2,200.00 for premium podcast equipment. Ref: PE998800. SBI.",Others,2200.0
"Debit Rs. 1,750.25 for virtual reality game credits. Ref: VG667700. ICICI.",Others,1750.25
"Rs. 3,500.00 spent on digital marketing consultancy. Ref: DM12345. Axis.",Others,3500.0
"Debit Rs. 1,120.40 for premium music streaming. Ref: MS332211. Paytm.",Others,1120.4
Rs. 400.30 paid for online tutoring subscription. Ref: TS556677. Kotak.,Others,400.3
"Your UPI transaction Rs. 2,600.00 for premium cloud services. Ref: CS998800. HDFC.",Others,2600.0
Debit Rs. 850.00 for virtual conference hosting. Ref: VC667700. SBI.,Others,850.0
"Rs. 1,300.99 spent on premium e-book library. Ref: EL123456. ICICI.",Others,1300.99
Debit Rs. 750.90 for digital marketing tool. Ref: MT987654. Axis.,Others,750.9
"Rs. 2,050.00 paid for premium podcast subscription. Ref: PS112233. Paytm.",Others,2050.0
"Debit Rs. 1,250.75 for online fitness membership. Ref: FM556677. Kotak.",Others,1250.75
"Rs. 1,800.00 spent on premium language learning app. Ref: LA998800. HDFC.",Others,1800.0
Debit Rs. 300.30 for virtual reality headset upgrade. Ref: VR667700. SBI.,Others,300.3
"Rs. 2,200.00 paid for premium cloud storage upgrade. Ref: CU12345. ICICI.",Others,2200.0
Debit Rs. 950.75 for digital art tutorial. Ref: AT332211. Axis.,Others,950.75
"Rs. 1,400.00 spent on premium podcast equipment. Ref: PE556677. Paytm.",Others,1400.0
Debit Rs. 250.30 for online tutoring session. Ref: TS998800. Kotak.,Others,250.3
"Rs. 1,800.00 paid for premium video streaming service. Ref: VS667700. HDFC.",Others,1800.0
Debit Rs. 650.45 for digital subscription renewal. Ref: SR123456. SBI.,Others,650.45
Rs. 99.99 spent on virtual reality experience. Ref: VR987654. ICICI.,Others,99.99
"Your account debited Rs. 2,200.00 for premium e-learning platform. Ref: EP112233. Axis.",Others,2200.0
"Debit Rs. 1,750.25 for online fitness class. Ref: FC556677. Paytm.",Others,1750.25
"Rs. 3,500.00 spent on premium digital marketing campaign. Ref: DM998800. Kotak.",Others,3500.0
"Debit Rs. 1,120.40 for premium cloud services. Ref: CS667700. HDFC.",Others,1120.4
Rs. 400.30 paid for virtual conference pass. Ref: VC12345. SBI.,Others,400.3
"Your UPI transaction Rs. 2,600.00 for premium podcast membership. Ref: PM332211. ICICI.",Others,2600.0
Debit Rs. 850.00 for digital art commission. Ref: DA556677. Axis.,Others,850.0
"Rs. 1,300.99 spent on premium e-book subscription. Ref: EB998800. Paytm.",Others,1300.99
Debit Rs. 750.90 for online language course. Ref: LC667700. Kotak.,Others,750.9
"Rs. 2,050.00 paid for premium cloud storage. Ref: CS123456. HDFC.",Others,2050.0
"Debit Rs. 1,250.75 for virtual reality headset. Ref: VR987654. SBI.",Others,1250.75
"Rs. 1,800.00 spent on premium music streaming. Ref: MS112233. ICICI.",Others,1800.0
Debit Rs. 300.30 for digital marketing consultancy. Ref: DM556677. Axis.,Others,300.3
"Rs. 2,200.00 paid for premium podcast equipment. Ref: PE998800. Paytm.",Others,2200.0
Debit Rs. 950.75 for online tutoring subscription. Ref: TS667700. Kotak.,Others,950.75
"Rs. 1,400.00 spent on premium video editing software. Ref: VE12345. HDFC.",Others,1400.0
Debit Rs. 250.30 for virtual conference hosting. Ref: VC332211. SBI.,Others,250.3
"Rs. 1,800.00 paid for premium e-learning platform. Ref: EP556677. ICICI.",Others,1800.0
Debit Rs. 650.45 for digital subscription box. Ref: DB998800. Axis.,Others,650.45
Rs. 99.99 spent on premium cloud services. Ref: CS667700. Paytm.,Others,99.99
"Your account debited Rs. 2,200.00 for premium podcast subscription. Ref: PS123456. Kotak.",Others,2200.0
"Debit Rs. 1,750.25 for virtual reality game credits. Ref: VG987654. HDFC.",Others,1750.25
"Rs. 3,500.00 spent on premium digital marketing tool. Ref: DM112233. SBI.",Others,3500.0
"Debit Rs. 1,120.40 for premium video streaming service. Ref: VS556677. ICICI.",Others,1120.4
Rs. 400.30 paid for online tutoring session. Ref: TS998800. Axis.,Others,400.3
"Your UPI transaction Rs. 2,600.00 for premium e-book library. Ref: EL667700. Paytm.",Others,2600.0
Debit Rs. 850.00 for virtual conference pass. Ref: VC12345. Kotak.,Others,850.0
"Rs. 1,300.99 spent on premium cloud storage upgrade. Ref: CU332211. HDFC.",Others,1300.99
Debit Rs. 750.90 for digital art tutorial. Ref: AT556677. SBI.,Others,750.9
"Rs. 2,050.00 paid for premium podcast equipment. Ref: PE998800. ICICI.",Others,2050.0
"Debit Rs. 1,250.75 for online fitness membership. Ref: FM667700. Axis.",Others,1250.75
Debit Rs. 300.30 for virtual reality headset upgrade. Ref: VR332211. Kotak.,Others,300.3
"Rs. 2,200.00 paid for premium cloud services. Ref: CS556677. HDFC.",Others,2200.0
Debit Rs. 950.75 for digital marketing consultancy. Ref: DM998800. SBI.,Others,950.75
"Rs. 1,400.00 spent on premium e-book subscription. Ref: EB667700. ICICI.",Others,1400.0
Debit Rs. 250.30 for online tutoring package. Ref: TP123456. Axis.,Others,250.3
"Rs. 1,800.00 paid for premium podcast membership. Ref: PM987654. Paytm.",Others,1800.0
Debit Rs. 650.45 for virtual conference hosting. Ref: VC112233. Kotak.,Others,650.45
Rs. 99.99 spent on premium cloud storage. Ref: CS556677. HDFC.,Others,99.99
"Your account debited Rs. 2,200.00 for premium video editing software. Ref: VE998800. SBI.",Others,2200.0
"Debit Rs. 1,750.25 for online fitness class. Ref: FC667700. ICICI.",Others,1750.25
"Rs. 3,500.00 spent on premium digital art commission. Ref: DA12345. Axis.",Others,3500.0
"Debit Rs. 1,120.40 for premium e-learning platform. Ref: EP332211. Paytm.",Others,1120.4
Rs. 400.30 paid for virtual reality experience. Ref: VR556677. Kotak.,Others,400.3
"Your UPI transaction Rs. 2,600.00 for premium podcast equipment. Ref: PE998800. HDFC.",Others,2600.0
Debit Rs. 850.00 for digital subscription renewal. Ref: SR667700. SBI.,Others,850.0
"Rs. 1,300.99 spent on premium cloud storage. Ref: CS123456. ICICI.",Others,1300.99
Debit Rs. 750.90 for premium music streaming. Ref: MS332211. Axis.,Others,750.9
"Rs. 2,050.00 paid for premium e-book library. Ref: EL556677. Paytm.",Others,2050.0
"Debit Rs. 1,250.75 for virtual conference pass. Ref: VC998800. Kotak.",Others,1250.75
"Rs. 1,800.00 spent on premium language learning app. Ref: LA667700. HDFC.",Others,1800.0
Debit Rs. 300.30 for premium podcast subscription. Ref: PS12345. SBI.,Others,300.3
"Rs. 2,200.00 paid for digital marketing tool. Ref: DM332211. ICICI.",Others,2200.0
Debit Rs. 950.75 for premium cloud services. Ref: CS556677. Axis.,Others,950.75
"Rs. 1,400.00 spent on premium video streaming service. Ref: VS998800. Paytm.",Others,1400.0
Debit Rs. 250.30 for online tutoring subscription. Ref: TS667700. Kotak.,Others,250.3
"Rs. 1,800.00 paid for premium e-book subscription. Ref: EB12345. HDFC.",Others,1800.0
Debit Rs. 650.45 for premium podcast membership. Ref: PM332211. SBI.,Others,650.45
Rs. 99.99 spent on virtual reality headset. Ref: VR556677. ICICI.,Others,99.99
"Your account debited Rs. 2,200.00 for premium digital marketing consultancy. Ref: DM998800. Axis.",Others,2200.0
"Debit Rs. 1,750.25 for premium cloud storage upgrade. Ref: CU667700. Paytm.",Others,1750.25
"Rs. 3,500.00 spent on premium virtual reality game credits. Ref: VG12345. Kotak.",Others,3500.0
"Debit Rs. 1,120.40 for premium music streaming service. Ref: MS332211. HDFC.",Others,1120.4
Rs. 400.30 paid for premium e-learning platform. Ref: EP556677. SBI.,Others,400.3
"Your UPI transaction Rs. 2,600.00 for premium podcast equipment. Ref: PE998800. ICICI.",Others,2600.0
Debit Rs. 850.00 for premium cloud services. Ref: CS667700. Axis.,Others,850.0
"Rs. 1,300.99 spent on premium digital art commission. Ref: DA12345. Paytm.",Others,1300.99
Debit Rs. 750.90 for premium e-book library. Ref: EL332211. Kotak.,Others,750.9
"Rs. 2,050.00 paid for premium podcast subscription. Ref: PS556677. HDFC.",Others,2050.0
"Debit Rs. 1,250.75 for premium virtual conference hosting. Ref: VC998800. SBI.",Others,1250.75
"Rs. 1,800.00 spent on premium language app. Ref: LA667700. ICICI.",Others,1800.0
Debit Rs. 300.30 for premium cloud storage. Ref: CS12345. Axis.,Others,300.3
"Rs. 2,200.00 paid for premium digital marketing tool. Ref: DM332211. Paytm.",Others,2200.0
Debit Rs. 950.75 for premium podcast equipment. Ref: PE556677. Kotak.,Others,950.75
"Rs. 1,400.00 spent on premium e-learning subscription. Ref: EP998800. HDFC.",Others,1400.0
Debit Rs. 250.30 for premium virtual reality headset. Ref: VR667700. SBI.,Others,250.3
"Rs. 1,800.00 paid for premium cloud services. Ref: CS12345. ICICI.",Others,1800.0
Debit Rs. 650.45 for premium music streaming. Ref: MS332211. Axis.,Others,650.45
Rs. 99.99 spent for premium podcast membership. Ref: PM556677. Paytm.,Others,99.99
"Your account debited Rs. 2,200.00 for premium digital art tutorial. Ref: AT998800. Kotak.",Others,2200.0
"Debit Rs. 1,750.25 for premium e-book subscription. Ref: EB667700. HDFC.",Others,1750.25
"Rs. 3,500.00 spent on premium virtual conference ticket. Ref: VC12345. SBI.",Others,3500.0
"Debit Rs. 1,120.40 for premium cloud storage upgrade. Ref: CU332211. ICICI.",Others,1120.4
Rs. 400.30 paid for premium podcast equipment. Ref: PE556677. Axis.,Others,400.3
"Your UPI transaction Rs. 2,600.00 for premium music streaming. Ref: MS998800. Paytm.",Others,2600.0
Debit Rs. 850.00 for premium e-learning platform. Ref: EP667700. Kotak.,Others,850.0
"Rs. 1,300.99 spent on premium digital marketing consultancy. Ref: DM12345. HDFC.",Others,1300.99
Debit Rs. 750.90 for premium cloud services. Ref: CS332211. SBI.,Others,750.9
"Rs. 2,050.00 paid for premium virtual reality experience. Ref: VR556677. ICICI.",Others,2050.0
"Debit Rs. 1,250.75 for premium podcast subscription. Ref: PS998800. Axis.",Others,1250.75
"Rs. 1,800.00 spent on premium e-book library. Ref: EL667700. Paytm.",Others,1800.0
Debit Rs. 300.30 for premium cloud storage. Ref: CS12345. Kotak.,Others,300.3
"Rs. 2,200.00 paid for premium digital art commission. Ref: DA332211. HDFC.",Others,2200.0
Debit Rs. 950.75 for premium podcast equipment. Ref: PE556677. SBI.,Others,950.75
"Rs. 1,400.00 spent on premium e-learning subscription. Ref: EP998800. ICICI.",Others,1400.0
Debit Rs. 250.30 for premium virtual conference hosting. Ref: VC667700. Axis.,Others,250.3
"Rs. 1,800.00 paid for premium language learning app. Ref: LA12345. Paytm.",Others,1800.0
Debit Rs. 650.45 for premium cloud services. Ref: CS332211. Kotak.,Others,650.45
Rs. 99.99 spent for premium digital marketing tool. Ref: DM556677. HDFC.,Others,99.99
"Your account debited Rs. 2,200.00 for premium podcast membership. Ref: PM998800. SBI.",Others,2200.0
"Debit Rs. 1,750.25 for premium e-book subscription. Ref: EB667700. ICICI.",Others,1750.25
"Rs. 3,500.00 spent on premium virtual reality game credits. Ref: VG12345. Axis.",Others,3500.0
"Debit Rs. 1,120.40 for premium cloud storage upgrade. Ref: CU332211. Paytm.",Others,1120.4
Rs. 400.30 paid for premium podcast equipment. Ref: PE556677. Kotak.,Others,400.3
"Your UPI transaction Rs. 2,600.00 for premium music streaming. Ref: MS998800. HDFC.",Others,2600.0
Debit Rs. 850.00 for premium e-learning platform. Ref: EP667700. SBI.,Others,850.0
"Rs. 1,300.99 spent on premium digital marketing consultancy. Ref: DM12345. ICICI.",Others,1300.99
Debit Rs. 750.90 for premium cloud services. Ref: CS332211. Axis.,Others,750.9
"Rs. 2,050.00 paid for premium virtual reality experience. Ref: VR556677. Paytm.",Others,2050.0
"Debit Rs. 1,250.75 for premium podcast subscription. Ref: PS998800. Kotak.",Others,1250.75
"Rs. 1,800.00 spent on premium e-book library. Ref: EL667700. HDFC.",Others,1800.0
Debit Rs. 300.30 for premium cloud storage. Ref: CS12345. SBI.,Others,300.3
"Rs. 2,200.00 paid for premium digital art commission. Ref: DA332211. ICICI.",Others,2200.0
Debit Rs. 950.75 for premium podcast equipment. Ref: PE556677. Axis.,Others,950.75
"Rs. 1,400.00 spent on premium e-learning subscription. Ref: EP998800. Paytm.",Others,1400.0
Debit Rs. 250.30 for premium virtual conference hosting. Ref: VC667700. Kotak.,Others,250.3
"Rs. 1,800.00 paid for premium language learning app. Ref: LA12345. HDFC.",Others,1800.0
Debit Rs. 650.45 for premium cloud services. Ref: CS332211. SBI.,Others,650.45
Rs. 99.99 spent for premium digital marketing tool. Ref: DM556677. ICICI.,Others,99.99
"Your account debited Rs. 2,200.00 for premium podcast membership. Ref: PM998800. Axis.",Others,2200.0
"Debit Rs. 1,750.25 for premium e-book subscription. Ref: EB667700. Paytm.",Others,1750.25
"Debit Rs. 1,120.40 for premium cloud storage upgrade. Ref: CU332211. HDFC.",Others,1120.4
Rs. 400.30 paid for premium podcast equipment. Ref: PE556677. SBI.,Others,400.3
"Your UPI transaction Rs. 2,600.00 for premium music streaming. Ref: MS998800. ICICI.",Others,2600.0
Debit Rs. 850.00 for premium e-learning platform. Ref: EP667700. Axis.,Others,850.0
"Rs. 1,300.99 spent on premium digital marketing consultancy. Ref: DM12345. Paytm.",Others,1300.99
Debit Rs. 750.90 for premium cloud services. Ref: CS332211. Kotak.,Others,750.9
"Rs. 2,050.00 paid for premium virtual reality experience. Ref: VR556677. HDFC.",Others,2050.0
"Debit Rs. 1,250.75 for premium podcast subscription. Ref: PS998800. SBI.",Others,1250.75
"Rs. 1,800.00 spent on premium e-book library. Ref: EL667700. ICICI.",Others,1800.0
"Rs. 2,200.00 paid for premium digital art commission. Ref: DA332211. Paytm.",Others,2200.0
Debit Rs. 250.30 for premium virtual conference hosting. Ref: VC667700. SBI.,Others,250.3
"Rs. 1,800.00 paid for premium language learning app. Ref: LA12345. ICICI.",Others,1800.0
Debit Rs. 650.45 for premium cloud services. Ref: CS332211. Axis.,Others,650.45
Rs. 99.99 spent for premium digital marketing tool. Ref: DM556677. Paytm.,Others,99.99
"Your account debited Rs. 2,200.00 for premium podcast membership. Ref: PM998800. Kotak.",Others,2200.0
"Rs. 3,500.00 spent on premium virtual reality game credits. Ref: VG12345. SBI.",Others,3500.0
SBI UPI txn of INR 180.50 to Swiggy for lunch delivery. Ref: SWG98765. Date: 10-09-2023.,Food,180.5
ICICI UPI payment of INR 320 to ABC Restaurant. Transaction ID: RES34567. Thank you.,Food,320.0
